mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0087W0495_BAC009S0085W0206,S0087,M,S0085,M
BAC009S0360W0435_BAC009S0185W0328,S0360,F,S0185,F
BAC009S0339W0401_BAC009S0206W0449,S0339,F,S0206,F
BAC009S0362W0391_BAC009S0187W0355,S0362,F,S0187,F
BAC009S0723W0209_BAC009S0027W0290,S0723,M,S0027,M
BAC009S0148W0123_BAC009S0144W0246,S0148,F,S0144,F
BAC009S0175W0137_BAC009S0073W0484,S0175,F,S0073,M
BAC009S0091W0437_BAC009S0352W0454,S0091,M,S0352,F
BAC009S0165W0261_BAC009S0075W0414,S0165,F,S0075,M
BAC009S0013W0371_BAC009S0209W0392,S0013,M,S0209,F
BAC009S0153W0418_BAC009S0237W0202,S0153,F,S0237,F
BAC009S0208W0309_BAC009S0162W0143,S0208,F,S0162,F
BAC009S0226W0489_BAC009S0137W0392,S0226,F,S0137,F
BAC009S0658W0464_BAC009S0177W0389,S0658,F,S0177,F
BAC009S0189W0234_BAC009S0345W0252,S0189,F,S0345,F
BAC009S0358W0480_BAC009S0223W0461,S0358,F,S0223,F
BAC009S0342W0148_BAC009S0345W0209,S0342,F,S0345,F
BAC009S0105W0334_BAC009S0053W0307,S0105,M,S0053,M
BAC009S0352W0248_BAC009S0008W0149,S0352,F,S0008,M
BAC009S0042W0145_BAC009S0228W0204,S0042,M,S0228,F
BAC009S0139W0472_BAC009S0053W0246,S0139,F,S0053,M
BAC009S0353W0441_BAC009S0422W0256,S0353,F,S0422,M
BAC009S0358W0363_BAC009S0211W0362,S0358,F,S0211,F
BAC009S0701W0247_BAC009S0049W0454,S0701,M,S0049,M
BAC009S0597W0149_BAC009S0718W0236,S0597,M,S0718,M
BAC009S0249W0358_BAC009S0248W0133,S0249,M,S0248,M
BAC009S0153W0218_BAC009S0335W0340,S0153,F,S0335,F
BAC009S0007W0258_BAC009S0237W0393,S0007,M,S0237,F
BAC009S0051W0187_BAC009S0166W0271,S0051,M,S0166,F
BAC009S0241W0394_BAC009S0664W0122,S0241,F,S0664,F
BAC009S0154W0317_BAC009S0011W0168,S0154,F,S0011,M
BAC009S0027W0356_BAC009S0162W0473,S0027,M,S0162,F
BAC009S0062W0318_BAC009S0168W0465,S0062,M,S0168,F
BAC009S0095W0399_BAC009S0025W0442,S0095,M,S0025,M
BAC009S0520W0318_BAC009S0245W0189,S0520,F,S0245,F
BAC009S0220W0338_BAC009S0249W0254,S0220,F,S0249,M
BAC009S0137W0447_BAC009S0219W0279,S0137,F,S0219,F
BAC009S0090W0177_BAC009S0658W0253,S0090,M,S0658,F
BAC009S0108W0156_BAC009S0204W0385,S0108,M,S0204,F
BAC009S0596W0138_BAC009S0110W0383,S0596,M,S0110,M
BAC009S0073W0480_BAC009S0231W0357,S0073,M,S0231,F
BAC009S0363W0381_BAC009S0347W0289,S0363,F,S0347,F
BAC009S0346W0318_BAC009S0101W0445,S0346,F,S0101,M
BAC009S0522W0260_BAC009S0113W0472,S0522,F,S0113,M
BAC009S0109W0210_BAC009S0177W0209,S0109,M,S0177,F
BAC009S0067W0237_BAC009S0040W0484,S0067,M,S0040,M
BAC009S0228W0432_BAC009S0070W0411,S0228,F,S0070,M
BAC009S0031W0174_BAC009S0178W0288,S0031,M,S0178,F
BAC009S0164W0386_BAC009S0230W0490,S0164,F,S0230,F
BAC009S0161W0449_BAC009S0338W0413,S0161,F,S0338,F
BAC009S0343W0303_BAC009S0335W0257,S0343,F,S0335,F
BAC009S0709W0248_BAC009S0203W0191,S0709,M,S0203,F
BAC009S0161W0318_BAC009S0713W0460,S0161,F,S0713,M
BAC009S0601W0141_BAC009S0084W0458,S0601,M,S0084,M
BAC009S0152W0381_BAC009S0156W0350,S0152,F,S0156,F
BAC009S0094W0224_BAC009S0039W0176,S0094,M,S0039,M
BAC009S0031W0124_BAC009S0013W0338,S0031,M,S0013,M
BAC009S0717W0190_BAC009S0665W0472,S0717,M,S0665,F
BAC009S0422W0248_BAC009S0353W0317,S0422,M,S0353,F
BAC009S0063W0343_BAC009S0091W0175,S0063,M,S0091,M
BAC009S0156W0388_BAC009S0117W0279,S0156,F,S0117,M
BAC009S0170W0461_BAC009S0121W0302,S0170,F,S0121,M
BAC009S0246W0252_BAC009S0342W0160,S0246,M,S0342,F
BAC009S0712W0236_BAC009S0009W0407,S0712,M,S0009,M
BAC009S0110W0292_BAC009S0115W0241,S0110,M,S0115,M
BAC009S0510W0135_BAC009S0250W0179,S0510,F,S0250,M
BAC009S0103W0482_BAC009S0204W0200,S0103,M,S0204,F
BAC009S0179W0154_BAC009S0051W0323,S0179,F,S0051,M
BAC009S0020W0478_BAC009S0185W0490,S0020,M,S0185,F
BAC009S0135W0261_BAC009S0702W0442,S0135,F,S0702,M
BAC009S0201W0407_BAC009S0715W0237,S0201,F,S0715,M
BAC009S0123W0158_BAC009S0056W0436,S0123,M,S0056,M
BAC009S0421W0350_BAC009S0169W0171,S0421,M,S0169,F
BAC009S0180W0152_BAC009S0341W0302,S0180,F,S0341,F
BAC009S0158W0194_BAC009S0209W0391,S0158,F,S0209,F
BAC009S0353W0330_BAC009S0008W0217,S0353,F,S0008,M
BAC009S0336W0134_BAC009S0190W0207,S0336,F,S0190,F
BAC009S0135W0231_BAC009S0338W0431,S0135,F,S0338,F
BAC009S0015W0398_BAC009S0354W0290,S0015,M,S0354,F
BAC009S0123W0144_BAC009S0149W0228,S0123,M,S0149,F
BAC009S0088W0184_BAC009S0660W0143,S0088,M,S0660,F
BAC009S0343W0228_BAC009S0161W0420,S0343,F,S0161,F
BAC009S0363W0479_BAC009S0716W0388,S0363,F,S0716,M
BAC009S0185W0185_BAC009S0248W0322,S0185,F,S0248,M
BAC009S0025W0316_BAC009S0515W0140,S0025,M,S0515,F
BAC009S0240W0454_BAC009S0227W0124,S0240,F,S0227,F
BAC009S0117W0310_BAC009S0337W0151,S0117,M,S0337,F
BAC009S0199W0129_BAC009S0169W0461,S0199,F,S0169,F
BAC009S0189W0385_BAC009S0118W0232,S0189,F,S0118,M
BAC009S0596W0425_BAC009S0232W0180,S0596,M,S0232,F
BAC009S0136W0456_BAC009S0666W0276,S0136,F,S0666,F
BAC009S0179W0382_BAC009S0145W0148,S0179,F,S0145,F
BAC009S0189W0192_BAC009S0170W0159,S0189,F,S0170,F
BAC009S0118W0227_BAC009S0192W0356,S0118,M,S0192,F
BAC009S0214W0267_BAC009S0248W0199,S0214,F,S0248,M
BAC009S0064W0158_BAC009S0138W0358,S0064,M,S0138,F
BAC009S0600W0422_BAC009S0010W0441,S0600,M,S0010,M
BAC009S0230W0347_BAC009S0718W0244,S0230,F,S0718,M
BAC009S0165W0160_BAC009S0363W0325,S0165,F,S0363,F
BAC009S0706W0172_BAC009S0009W0150,S0706,M,S0009,M
BAC009S0660W0435_BAC009S0354W0319,S0660,F,S0354,F
BAC009S0011W0479_BAC009S0176W0387,S0011,M,S0176,F
BAC009S0150W0323_BAC009S0715W0132,S0150,F,S0715,M
BAC009S0191W0324_BAC009S0138W0162,S0191,F,S0138,F
BAC009S0176W0441_BAC009S0014W0402,S0176,F,S0014,M
BAC009S0218W0406_BAC009S0596W0193,S0218,F,S0596,M
BAC009S0206W0431_BAC009S0337W0240,S0206,F,S0337,F
BAC009S0196W0444_BAC009S0172W0206,S0196,F,S0172,F
BAC009S0150W0443_BAC009S0011W0377,S0150,F,S0011,M
BAC009S0078W0435_BAC009S0065W0439,S0078,M,S0065,M
BAC009S0071W0231_BAC009S0723W0214,S0071,M,S0723,M
BAC009S0108W0188_BAC009S0247W0316,S0108,M,S0247,M
BAC009S0092W0261_BAC009S0097W0190,S0092,M,S0097,M
BAC009S0044W0412_BAC009S0096W0341,S0044,M,S0096,M
BAC009S0103W0245_BAC009S0147W0447,S0103,M,S0147,F
BAC009S0202W0296_BAC009S0179W0262,S0202,F,S0179,F
BAC009S0353W0355_BAC009S0362W0308,S0353,F,S0362,F
BAC009S0166W0358_BAC009S0360W0461,S0166,F,S0360,F
BAC009S0358W0126_BAC009S0125W0246,S0358,F,S0125,F
BAC009S0021W0153_BAC009S0198W0419,S0021,M,S0198,F
BAC009S0134W0348_BAC009S0342W0194,S0134,F,S0342,F
BAC009S0361W0443_BAC009S0028W0482,S0361,F,S0028,M
BAC009S0421W0343_BAC009S0250W0407,S0421,M,S0250,M
BAC009S0021W0160_BAC009S0133W0394,S0021,M,S0133,F
BAC009S0140W0122_BAC009S0145W0320,S0140,F,S0145,F
BAC009S0227W0380_BAC009S0029W0172,S0227,F,S0029,M
BAC009S0421W0174_BAC009S0337W0362,S0421,M,S0337,F
BAC009S0061W0335_BAC009S0100W0271,S0061,M,S0100,M
BAC009S0178W0164_BAC009S0183W0436,S0178,F,S0183,F
BAC009S0235W0358_BAC009S0660W0275,S0235,F,S0660,F
BAC009S0170W0384_BAC009S0190W0206,S0170,F,S0190,F
BAC009S0600W0463_BAC009S0158W0283,S0600,M,S0158,F
BAC009S0074W0305_BAC009S0246W0485,S0074,M,S0246,M
BAC009S0162W0385_BAC009S0240W0408,S0162,F,S0240,F
BAC009S0422W0372_BAC009S0219W0475,S0422,M,S0219,F
BAC009S0665W0442_BAC009S0059W0462,S0665,F,S0059,M
BAC009S0182W0394_BAC009S0093W0318,S0182,F,S0093,M
BAC009S0097W0461_BAC009S0193W0165,S0097,M,S0193,F
BAC009S0143W0351_BAC009S0218W0273,S0143,F,S0218,F
BAC009S0228W0398_BAC009S0099W0395,S0228,F,S0099,M
BAC009S0100W0310_BAC009S0020W0202,S0100,M,S0020,M
BAC009S0363W0139_BAC009S0139W0432,S0363,F,S0139,F
BAC009S0655W0217_BAC009S0708W0394,S0655,F,S0708,M
BAC009S0596W0378_BAC009S0232W0488,S0596,M,S0232,F
BAC009S0009W0130_BAC009S0164W0369,S0009,M,S0164,F
BAC009S0043W0223_BAC009S0122W0123,S0043,M,S0122,M
BAC009S0237W0208_BAC009S0705W0434,S0237,F,S0705,M
BAC009S0104W0463_BAC009S0174W0203,S0104,M,S0174,F
BAC009S0128W0482_BAC009S0115W0323,S0128,F,S0115,M
BAC009S0220W0369_BAC009S0143W0343,S0220,F,S0143,F
BAC009S0212W0258_BAC009S0156W0130,S0212,F,S0156,F
BAC009S0523W0303_BAC009S0149W0367,S0523,F,S0149,F
BAC009S0072W0443_BAC009S0239W0322,S0072,M,S0239,F
BAC009S0663W0387_BAC009S0086W0360,S0663,F,S0086,M
BAC009S0182W0430_BAC009S0191W0207,S0182,F,S0191,F
BAC009S0152W0189_BAC009S0246W0128,S0152,F,S0246,M
BAC009S0245W0347_BAC009S0343W0259,S0245,F,S0343,F
BAC009S0177W0228_BAC009S0516W0374,S0177,F,S0516,F
BAC009S0156W0152_BAC009S0196W0413,S0156,F,S0196,F
BAC009S0655W0443_BAC009S0335W0145,S0655,F,S0335,F
BAC009S0183W0351_BAC009S0020W0429,S0183,F,S0020,M
BAC009S0062W0391_BAC009S0225W0274,S0062,M,S0225,F
BAC009S0118W0237_BAC009S0666W0386,S0118,M,S0666,F
BAC009S0175W0311_BAC009S0239W0138,S0175,F,S0239,F
BAC009S0139W0481_BAC009S0203W0357,S0139,F,S0203,F
BAC009S0345W0133_BAC009S0073W0312,S0345,F,S0073,M
BAC009S0005W0233_BAC009S0027W0469,S0005,M,S0027,M
BAC009S0223W0295_BAC009S0656W0266,S0223,F,S0656,F
BAC009S0217W0400_BAC009S0152W0216,S0217,F,S0152,F
BAC009S0712W0461_BAC009S0007W0265,S0712,M,S0007,M
BAC009S0094W0424_BAC009S0225W0281,S0094,M,S0225,F
BAC009S0035W0191_BAC009S0194W0357,S0035,M,S0194,F
BAC009S0009W0196_BAC009S0244W0370,S0009,M,S0244,F
BAC009S0041W0401_BAC009S0093W0192,S0041,M,S0093,M
BAC009S0717W0275_BAC009S0173W0264,S0717,M,S0173,F
BAC009S0151W0402_BAC009S0229W0367,S0151,F,S0229,F
BAC009S0597W0240_BAC009S0141W0490,S0597,M,S0141,F
BAC009S0159W0286_BAC009S0512W0327,S0159,F,S0512,F
BAC009S0147W0468_BAC009S0159W0393,S0147,F,S0159,F
BAC009S0106W0297_BAC009S0701W0461,S0106,M,S0701,M
BAC009S0224W0250_BAC009S0154W0174,S0224,F,S0154,F
BAC009S0102W0242_BAC009S0215W0494,S0102,M,S0215,F
BAC009S0225W0324_BAC009S0657W0437,S0225,F,S0657,F
BAC009S0201W0443_BAC009S0003W0193,S0201,F,S0003,M
BAC009S0034W0312_BAC009S0177W0462,S0034,M,S0177,F
BAC009S0129W0182_BAC009S0335W0284,S0129,F,S0335,F
BAC009S0335W0369_BAC009S0354W0474,S0335,F,S0354,F
BAC009S0093W0189_BAC009S0012W0299,S0093,M,S0012,M
BAC009S0057W0162_BAC009S0080W0251,S0057,M,S0080,M
BAC009S0221W0166_BAC009S0665W0122,S0221,F,S0665,F
BAC009S0217W0389_BAC009S0213W0133,S0217,F,S0213,F
BAC009S0085W0233_BAC009S0152W0150,S0085,M,S0152,F
BAC009S0073W0255_BAC009S0240W0174,S0073,M,S0240,F
BAC009S0129W0479_BAC009S0349W0434,S0129,F,S0349,F
BAC009S0017W0478_BAC009S0131W0214,S0017,M,S0131,F
BAC009S0127W0438_BAC009S0176W0320,S0127,F,S0176,F
BAC009S0423W0470_BAC009S0226W0192,S0423,M,S0226,F
BAC009S0196W0467_BAC009S0110W0310,S0196,F,S0110,M
BAC009S0081W0303_BAC009S0154W0186,S0081,M,S0154,F
BAC009S0344W0250_BAC009S0163W0343,S0344,F,S0163,F
BAC009S0238W0253_BAC009S0251W0305,S0238,F,S0251,M
BAC009S0345W0347_BAC009S0363W0162,S0345,F,S0363,F
BAC009S0715W0454_BAC009S0181W0492,S0715,M,S0181,F
BAC009S0119W0434_BAC009S0219W0415,S0119,M,S0219,F
BAC009S0184W0433_BAC009S0596W0230,S0184,F,S0596,M
BAC009S0175W0459_BAC009S0516W0490,S0175,F,S0516,F
BAC009S0598W0450_BAC009S0154W0202,S0598,M,S0154,F
BAC009S0135W0256_BAC009S0081W0200,S0135,F,S0081,M
BAC009S0349W0201_BAC009S0334W0454,S0349,F,S0334,F
BAC009S0059W0494_BAC009S0218W0129,S0059,M,S0218,F
BAC009S0516W0323_BAC009S0704W0495,S0516,F,S0704,M
BAC009S0091W0379_BAC009S0181W0192,S0091,M,S0181,F
BAC009S0170W0231_BAC009S0195W0362,S0170,F,S0195,F
BAC009S0015W0430_BAC009S0124W0291,S0015,M,S0124,F
BAC009S0060W0213_BAC009S0164W0123,S0060,M,S0164,F
BAC009S0111W0241_BAC009S0225W0353,S0111,M,S0225,F
BAC009S0195W0401_BAC009S0251W0324,S0195,F,S0251,M
BAC009S0246W0174_BAC009S0210W0230,S0246,M,S0210,F
BAC009S0096W0394_BAC009S0030W0466,S0096,M,S0030,M
BAC009S0599W0380_BAC009S0361W0191,S0599,M,S0361,F
BAC009S0213W0205_BAC009S0034W0264,S0213,F,S0034,M
BAC009S0218W0465_BAC009S0421W0371,S0218,F,S0421,M
BAC009S0002W0323_BAC009S0423W0184,S0002,M,S0423,M
BAC009S0232W0212_BAC009S0017W0222,S0232,F,S0017,M
BAC009S0144W0340_BAC009S0038W0442,S0144,F,S0038,M
BAC009S0423W0412_BAC009S0126W0236,S0423,M,S0126,F
BAC009S0121W0323_BAC009S0184W0165,S0121,M,S0184,F
BAC009S0109W0122_BAC009S0123W0433,S0109,M,S0123,M
BAC009S0091W0305_BAC009S0349W0242,S0091,M,S0349,F
BAC009S0068W0411_BAC009S0119W0416,S0068,M,S0119,M
BAC009S0032W0231_BAC009S0240W0188,S0032,M,S0240,F
BAC009S0108W0246_BAC009S0188W0124,S0108,M,S0188,F
BAC009S0116W0129_BAC009S0156W0481,S0116,M,S0156,F
BAC009S0188W0195_BAC009S0226W0220,S0188,F,S0226,F
BAC009S0048W0421_BAC009S0107W0241,S0048,M,S0107,M
BAC009S0232W0297_BAC009S0709W0491,S0232,F,S0709,M
BAC009S0600W0163_BAC009S0666W0399,S0600,M,S0666,F
BAC009S0224W0271_BAC009S0228W0430,S0224,F,S0228,F
BAC009S0222W0296_BAC009S0076W0142,S0222,F,S0076,M
BAC009S0049W0137_BAC009S0095W0431,S0049,M,S0095,M
BAC009S0201W0268_BAC009S0714W0453,S0201,F,S0714,M
BAC009S0091W0188_BAC009S0100W0223,S0091,M,S0100,M
BAC009S0105W0151_BAC009S0352W0130,S0105,M,S0352,F
BAC009S0252W0479_BAC009S0084W0255,S0252,M,S0084,M
BAC009S0078W0286_BAC009S0598W0349,S0078,M,S0598,M
BAC009S0132W0178_BAC009S0056W0171,S0132,F,S0056,M
BAC009S0663W0175_BAC009S0125W0203,S0663,F,S0125,F
BAC009S0097W0188_BAC009S0071W0313,S0097,M,S0071,M
BAC009S0349W0240_BAC009S0718W0333,S0349,F,S0718,M
BAC009S0336W0370_BAC009S0237W0357,S0336,F,S0237,F
BAC009S0080W0406_BAC009S0209W0189,S0080,M,S0209,F
BAC009S0352W0234_BAC009S0089W0257,S0352,F,S0089,M
BAC009S0358W0198_BAC009S0091W0489,S0358,F,S0091,M
BAC009S0701W0150_BAC009S0159W0241,S0701,M,S0159,F
BAC009S0360W0271_BAC009S0658W0478,S0360,F,S0658,F
BAC009S0709W0251_BAC009S0349W0219,S0709,M,S0349,F
BAC009S0216W0287_BAC009S0351W0132,S0216,F,S0351,F
BAC009S0509W0144_BAC009S0158W0121,S0509,F,S0158,F
BAC009S0076W0197_BAC009S0226W0419,S0076,M,S0226,F
BAC009S0145W0388_BAC009S0046W0145,S0145,F,S0046,M
BAC009S0221W0161_BAC009S0061W0462,S0221,F,S0061,M
BAC009S0036W0338_BAC009S0193W0470,S0036,M,S0193,F
BAC009S0201W0487_BAC009S0516W0201,S0201,F,S0516,F
BAC009S0252W0206_BAC009S0014W0126,S0252,M,S0014,M
BAC009S0422W0208_BAC009S0362W0446,S0422,M,S0362,F
BAC009S0240W0371_BAC009S0662W0276,S0240,F,S0662,F
BAC009S0704W0478_BAC009S0066W0282,S0704,M,S0066,M
BAC009S0034W0428_BAC009S0055W0390,S0034,M,S0055,M
BAC009S0212W0276_BAC009S0715W0127,S0212,F,S0715,M
BAC009S0246W0240_BAC009S0126W0137,S0246,M,S0126,F
BAC009S0147W0347_BAC009S0111W0125,S0147,F,S0111,M
BAC009S0515W0484_BAC009S0234W0181,S0515,F,S0234,F
BAC009S0038W0199_BAC009S0126W0317,S0038,M,S0126,F
BAC009S0147W0312_BAC009S0195W0372,S0147,F,S0195,F
BAC009S0155W0235_BAC009S0600W0375,S0155,F,S0600,M
BAC009S0350W0494_BAC009S0207W0484,S0350,F,S0207,F
BAC009S0015W0290_BAC009S0221W0376,S0015,M,S0221,F
BAC009S0184W0138_BAC009S0115W0265,S0184,F,S0115,M
BAC009S0006W0190_BAC009S0048W0204,S0006,M,S0048,M
BAC009S0146W0181_BAC009S0655W0179,S0146,F,S0655,F
BAC009S0048W0386_BAC009S0703W0425,S0048,M,S0703,M
BAC009S0218W0425_BAC009S0121W0181,S0218,F,S0121,M
BAC009S0225W0180_BAC009S0206W0187,S0225,F,S0206,F
BAC009S0113W0391_BAC009S0088W0218,S0113,M,S0088,M
BAC009S0352W0470_BAC009S0718W0361,S0352,F,S0718,M
BAC009S0234W0307_BAC009S0209W0153,S0234,F,S0209,F
BAC009S0229W0254_BAC009S0515W0189,S0229,F,S0515,F
BAC009S0124W0369_BAC009S0348W0194,S0124,F,S0348,F
BAC009S0715W0142_BAC009S0222W0302,S0715,M,S0222,F
BAC009S0666W0442_BAC009S0352W0144,S0666,F,S0352,F
BAC009S0510W0389_BAC009S0363W0236,S0510,F,S0363,F
BAC009S0087W0421_BAC009S0248W0131,S0087,M,S0248,M
BAC009S0356W0477_BAC009S0211W0375,S0356,F,S0211,F
BAC009S0090W0475_BAC009S0598W0394,S0090,M,S0598,M
BAC009S0657W0218_BAC009S0192W0377,S0657,F,S0192,F
BAC009S0092W0401_BAC009S0197W0357,S0092,M,S0197,F
BAC009S0033W0379_BAC009S0047W0475,S0033,M,S0047,M
BAC009S0191W0281_BAC009S0141W0400,S0191,F,S0141,F
BAC009S0242W0134_BAC009S0123W0379,S0242,F,S0123,M
BAC009S0196W0317_BAC009S0171W0339,S0196,F,S0171,F
BAC009S0096W0364_BAC009S0235W0232,S0096,M,S0235,F
BAC009S0014W0313_BAC009S0178W0430,S0014,M,S0178,F
BAC009S0186W0305_BAC009S0041W0259,S0186,F,S0041,M
BAC009S0247W0311_BAC009S0144W0190,S0247,M,S0144,F
BAC009S0229W0485_BAC009S0188W0182,S0229,F,S0188,F
BAC009S0171W0438_BAC009S0203W0399,S0171,F,S0203,F
BAC009S0002W0423_BAC009S0207W0224,S0002,M,S0207,F
BAC009S0718W0126_BAC009S0104W0243,S0718,M,S0104,M
BAC009S0115W0174_BAC009S0212W0400,S0115,M,S0212,F
BAC009S0095W0304_BAC009S0172W0165,S0095,M,S0172,F
BAC009S0111W0283_BAC009S0248W0435,S0111,M,S0248,M
BAC009S0666W0186_BAC009S0197W0205,S0666,F,S0197,F
BAC009S0515W0324_BAC009S0203W0420,S0515,F,S0203,F
BAC009S0203W0350_BAC009S0140W0311,S0203,F,S0140,F
BAC009S0173W0390_BAC009S0340W0491,S0173,F,S0340,F
BAC009S0176W0493_BAC009S0337W0318,S0176,F,S0337,F
BAC009S0116W0444_BAC009S0666W0474,S0116,M,S0666,F
BAC009S0241W0480_BAC009S0339W0464,S0241,F,S0339,F
BAC009S0131W0254_BAC009S0196W0463,S0131,F,S0196,F
BAC009S0521W0341_BAC009S0053W0336,S0521,F,S0053,M
BAC009S0019W0467_BAC009S0051W0458,S0019,M,S0051,M
BAC009S0718W0289_BAC009S0203W0309,S0718,M,S0203,F
BAC009S0422W0279_BAC009S0101W0187,S0422,M,S0101,M
BAC009S0522W0409_BAC009S0205W0228,S0522,F,S0205,F
BAC009S0720W0233_BAC009S0007W0363,S0720,M,S0007,M
BAC009S0108W0170_BAC009S0009W0129,S0108,M,S0009,M
BAC009S0190W0241_BAC009S0116W0319,S0190,F,S0116,M
BAC009S0075W0262_BAC009S0069W0226,S0075,M,S0069,M
BAC009S0137W0414_BAC009S0097W0317,S0137,F,S0097,M
BAC009S0068W0358_BAC009S0045W0453,S0068,M,S0045,M
BAC009S0709W0306_BAC009S0712W0259,S0709,M,S0712,M
BAC009S0180W0390_BAC009S0350W0139,S0180,F,S0350,F
BAC009S0085W0218_BAC009S0014W0172,S0085,M,S0014,M
BAC009S0146W0356_BAC009S0115W0451,S0146,F,S0115,M
BAC009S0026W0214_BAC009S0008W0305,S0026,M,S0008,M
BAC009S0010W0325_BAC009S0109W0428,S0010,M,S0109,M
BAC009S0714W0458_BAC009S0354W0170,S0714,M,S0354,F
BAC009S0169W0343_BAC009S0003W0376,S0169,F,S0003,M
BAC009S0030W0379_BAC009S0132W0284,S0030,M,S0132,F
BAC009S0005W0225_BAC009S0129W0237,S0005,M,S0129,F
BAC009S0363W0285_BAC009S0016W0351,S0363,F,S0016,M
BAC009S0509W0125_BAC009S0067W0480,S0509,F,S0067,M
BAC009S0217W0443_BAC009S0003W0157,S0217,F,S0003,M
BAC009S0054W0431_BAC009S0077W0242,S0054,M,S0077,M
BAC009S0120W0330_BAC009S0165W0475,S0120,M,S0165,F
BAC009S0019W0320_BAC009S0119W0430,S0019,M,S0119,M
BAC009S0337W0470_BAC009S0105W0174,S0337,F,S0105,M
BAC009S0203W0422_BAC009S0711W0183,S0203,F,S0711,M
BAC009S0356W0360_BAC009S0656W0185,S0356,F,S0656,F
BAC009S0002W0174_BAC009S0043W0472,S0002,M,S0043,M
BAC009S0057W0238_BAC009S0016W0262,S0057,M,S0016,M
BAC009S0012W0310_BAC009S0510W0487,S0012,M,S0510,F
BAC009S0029W0192_BAC009S0192W0360,S0029,M,S0192,F
BAC009S0523W0324_BAC009S0191W0234,S0523,F,S0191,F
BAC009S0117W0294_BAC009S0121W0402,S0117,M,S0121,M
BAC009S0169W0494_BAC009S0099W0156,S0169,F,S0099,M
BAC009S0050W0488_BAC009S0055W0345,S0050,M,S0055,M
BAC009S0209W0394_BAC009S0008W0230,S0209,F,S0008,M
BAC009S0159W0201_BAC009S0046W0128,S0159,F,S0046,M
BAC009S0013W0432_BAC009S0708W0172,S0013,M,S0708,M
BAC009S0128W0332_BAC009S0241W0138,S0128,F,S0241,F
BAC009S0656W0372_BAC009S0337W0289,S0656,F,S0337,F
BAC009S0238W0304_BAC009S0662W0446,S0238,F,S0662,F
BAC009S0095W0151_BAC009S0111W0235,S0095,M,S0111,M
BAC009S0229W0265_BAC009S0191W0329,S0229,F,S0191,F
BAC009S0229W0478_BAC009S0120W0481,S0229,F,S0120,M
BAC009S0179W0191_BAC009S0016W0366,S0179,F,S0016,M
BAC009S0662W0375_BAC009S0189W0448,S0662,F,S0189,F
BAC009S0183W0459_BAC009S0198W0360,S0183,F,S0198,F
BAC009S0655W0317_BAC009S0188W0390,S0655,F,S0188,F
BAC009S0091W0492_BAC009S0172W0401,S0091,M,S0172,F
BAC009S0214W0454_BAC009S0518W0258,S0214,F,S0518,F
BAC009S0705W0123_BAC009S0070W0483,S0705,M,S0070,M
BAC009S0337W0442_BAC009S0661W0229,S0337,F,S0661,F
BAC009S0060W0232_BAC009S0199W0310,S0060,M,S0199,F
BAC009S0067W0357_BAC009S0088W0395,S0067,M,S0088,M
BAC009S0031W0310_BAC009S0193W0423,S0031,M,S0193,F
BAC009S0055W0343_BAC009S0031W0300,S0055,M,S0031,M
BAC009S0140W0247_BAC009S0019W0182,S0140,F,S0019,M
BAC009S0240W0206_BAC009S0715W0445,S0240,F,S0715,M
BAC009S0660W0204_BAC009S0086W0447,S0660,F,S0086,M
BAC009S0222W0206_BAC009S0051W0203,S0222,F,S0051,M
BAC009S0214W0377_BAC009S0363W0419,S0214,F,S0363,F
BAC009S0143W0290_BAC009S0215W0316,S0143,F,S0215,F
BAC009S0344W0377_BAC009S0061W0174,S0344,F,S0061,M
BAC009S0217W0376_BAC009S0082W0333,S0217,F,S0082,M
BAC009S0163W0404_BAC009S0138W0455,S0163,F,S0138,F
BAC009S0037W0254_BAC009S0075W0401,S0037,M,S0075,M
BAC009S0058W0135_BAC009S0356W0267,S0058,M,S0356,F
BAC009S0164W0182_BAC009S0020W0211,S0164,F,S0020,M
BAC009S0038W0233_BAC009S0164W0322,S0038,M,S0164,F
BAC009S0657W0464_BAC009S0715W0176,S0657,F,S0715,M
BAC009S0238W0392_BAC009S0519W0386,S0238,F,S0519,F
BAC009S0152W0427_BAC009S0723W0136,S0152,F,S0723,M
BAC009S0206W0471_BAC009S0055W0428,S0206,F,S0055,M
BAC009S0009W0472_BAC009S0081W0329,S0009,M,S0081,M
BAC009S0002W0370_BAC009S0120W0409,S0002,M,S0120,M
BAC009S0086W0416_BAC009S0053W0182,S0086,M,S0053,M
BAC009S0009W0403_BAC009S0215W0430,S0009,M,S0215,F
BAC009S0171W0422_BAC009S0198W0128,S0171,F,S0198,F
BAC009S0056W0372_BAC009S0343W0162,S0056,M,S0343,F
BAC009S0012W0198_BAC009S0242W0150,S0012,M,S0242,F
BAC009S0361W0408_BAC009S0356W0304,S0361,F,S0356,F
BAC009S0338W0286_BAC009S0211W0172,S0338,F,S0211,F
BAC009S0358W0426_BAC009S0066W0423,S0358,F,S0066,M
BAC009S0144W0223_BAC009S0249W0311,S0144,F,S0249,M
BAC009S0121W0494_BAC009S0081W0355,S0121,M,S0081,M
BAC009S0362W0393_BAC009S0517W0285,S0362,F,S0517,F
BAC009S0019W0380_BAC009S0028W0121,S0019,M,S0028,M
BAC009S0221W0351_BAC009S0062W0123,S0221,F,S0062,M
