mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
BAC009S0596W0223_BAC009S0136W0125_BAC009S0173W0364,S0596,M,S0136,F,S0173,F
BAC009S0081W0238_BAC009S0598W0305_BAC009S0085W0362,S0081,M,S0598,M,S0085,M
BAC009S0090W0440_BAC009S0078W0190_BAC009S0016W0343,S0090,M,S0078,M,S0016,M
BAC009S0026W0449_BAC009S0053W0205_BAC009S0144W0404,S0026,M,S0053,M,S0144,F
BAC009S0159W0289_BAC009S0117W0274_BAC009S0252W0219,S0159,F,S0117,M,S0252,M
BAC009S0249W0125_BAC009S0127W0335_BAC009S0233W0348,S0249,M,S0127,F,S0233,F
BAC009S0103W0306_BAC009S0065W0464_BAC009S0202W0161,S0103,M,S0065,M,S0202,F
BAC009S0080W0245_BAC009S0205W0490_BAC009S0157W0468,S0080,M,S0205,F,S0157,F
BAC009S0098W0218_BAC009S0175W0436_BAC009S0200W0223,S0098,M,S0175,F,S0200,F
BAC009S0348W0399_BAC009S0518W0278_BAC009S0170W0481,S0348,F,S0518,F,S0170,F
BAC009S0118W0476_BAC009S0047W0154_BAC009S0204W0366,S0118,M,S0047,M,S0204,F
BAC009S0234W0465_BAC009S0246W0194_BAC009S0659W0317,S0234,F,S0246,M,S0659,F
BAC009S0094W0240_BAC009S0666W0327_BAC009S0012W0259,S0094,M,S0666,F,S0012,M
BAC009S0362W0284_BAC009S0016W0179_BAC009S0716W0457,S0362,F,S0016,M,S0716,M
BAC009S0092W0332_BAC009S0708W0384_BAC009S0252W0143,S0092,M,S0708,M,S0252,M
BAC009S0421W0375_BAC009S0513W0144_BAC009S0222W0359,S0421,M,S0513,F,S0222,F
BAC009S0182W0223_BAC009S0125W0221_BAC009S0212W0465,S0182,F,S0125,F,S0212,F
BAC009S0153W0175_BAC009S0656W0343_BAC009S0126W0156,S0153,F,S0656,F,S0126,F
BAC009S0714W0251_BAC009S0356W0327_BAC009S0152W0276,S0714,M,S0356,F,S0152,F
BAC009S0423W0146_BAC009S0198W0394_BAC009S0340W0403,S0423,M,S0198,F,S0340,F
BAC009S0034W0251_BAC009S0059W0150_BAC009S0045W0453,S0034,M,S0059,M,S0045,M
BAC009S0214W0314_BAC009S0248W0197_BAC009S0238W0209,S0214,F,S0248,M,S0238,F
BAC009S0231W0275_BAC009S0185W0467_BAC009S0234W0368,S0231,F,S0185,F,S0234,F
BAC009S0072W0122_BAC009S0340W0471_BAC009S0710W0485,S0072,M,S0340,F,S0710,M
BAC009S0511W0248_BAC009S0080W0473_BAC009S0341W0483,S0511,F,S0080,M,S0341,F
BAC009S0702W0478_BAC009S0523W0212_BAC009S0029W0414,S0702,M,S0523,F,S0029,M
BAC009S0142W0247_BAC009S0123W0481_BAC009S0656W0487,S0142,F,S0123,M,S0656,F
BAC009S0242W0199_BAC009S0199W0159_BAC009S0363W0128,S0242,F,S0199,F,S0363,F
BAC009S0004W0192_BAC009S0073W0252_BAC009S0214W0195,S0004,M,S0073,M,S0214,F
BAC009S0249W0343_BAC009S0349W0373_BAC009S0522W0133,S0249,M,S0349,F,S0522,F
BAC009S0234W0362_BAC009S0656W0421_BAC009S0211W0353,S0234,F,S0656,F,S0211,F
BAC009S0344W0289_BAC009S0045W0372_BAC009S0720W0228,S0344,F,S0045,M,S0720,M
BAC009S0100W0188_BAC009S0666W0404_BAC009S0118W0327,S0100,M,S0666,F,S0118,M
BAC009S0719W0447_BAC009S0006W0346_BAC009S0177W0345,S0719,M,S0006,M,S0177,F
BAC009S0056W0212_BAC009S0034W0433_BAC009S0228W0413,S0056,M,S0034,M,S0228,F
BAC009S0152W0132_BAC009S0067W0344_BAC009S0034W0477,S0152,F,S0067,M,S0034,M
BAC009S0196W0350_BAC009S0118W0324_BAC009S0355W0404,S0196,F,S0118,M,S0355,F
BAC009S0350W0458_BAC009S0180W0388_BAC009S0141W0128,S0350,F,S0180,F,S0141,F
BAC009S0246W0138_BAC009S0038W0347_BAC009S0040W0435,S0246,M,S0038,M,S0040,M
BAC009S0230W0344_BAC009S0052W0318_BAC009S0666W0398,S0230,F,S0052,M,S0666,F
BAC009S0126W0309_BAC009S0123W0278_BAC009S0067W0318,S0126,F,S0123,M,S0067,M
BAC009S0212W0308_BAC009S0022W0170_BAC009S0354W0278,S0212,F,S0022,M,S0354,F
BAC009S0665W0402_BAC009S0166W0154_BAC009S0020W0177,S0665,F,S0166,F,S0020,M
BAC009S0248W0289_BAC009S0188W0223_BAC009S0191W0228,S0248,M,S0188,F,S0191,F
BAC009S0022W0156_BAC009S0218W0446_BAC009S0094W0203,S0022,M,S0218,F,S0094,M
BAC009S0600W0431_BAC009S0072W0311_BAC009S0152W0227,S0600,M,S0072,M,S0152,F
BAC009S0040W0334_BAC009S0119W0200_BAC009S0089W0395,S0040,M,S0119,M,S0089,M
BAC009S0234W0278_BAC009S0084W0495_BAC009S0004W0292,S0234,F,S0084,M,S0004,M
BAC009S0215W0191_BAC009S0361W0245_BAC009S0021W0303,S0215,F,S0361,F,S0021,M
BAC009S0245W0399_BAC009S0338W0312_BAC009S0130W0395,S0245,F,S0338,F,S0130,F
BAC009S0185W0198_BAC009S0014W0464_BAC009S0601W0318,S0185,F,S0014,M,S0601,M
BAC009S0336W0149_BAC009S0710W0439_BAC009S0102W0353,S0336,F,S0710,M,S0102,M
BAC009S0130W0254_BAC009S0121W0475_BAC009S0513W0153,S0130,F,S0121,M,S0513,F
BAC009S0101W0204_BAC009S0025W0188_BAC009S0052W0372,S0101,M,S0025,M,S0052,M
BAC009S0131W0348_BAC009S0066W0481_BAC009S0664W0270,S0131,F,S0066,M,S0664,F
BAC009S0095W0466_BAC009S0343W0297_BAC009S0663W0268,S0095,M,S0343,F,S0663,F
BAC009S0142W0134_BAC009S0162W0219_BAC009S0070W0428,S0142,F,S0162,F,S0070,M
BAC009S0659W0401_BAC009S0713W0349_BAC009S0130W0391,S0659,F,S0713,M,S0130,F
BAC009S0346W0469_BAC009S0241W0365_BAC009S0176W0199,S0346,F,S0241,F,S0176,F
BAC009S0007W0194_BAC009S0423W0346_BAC009S0093W0375,S0007,M,S0423,M,S0093,M
BAC009S0071W0340_BAC009S0153W0152_BAC009S0096W0489,S0071,M,S0153,F,S0096,M
BAC009S0509W0207_BAC009S0038W0355_BAC009S0113W0488,S0509,F,S0038,M,S0113,M
BAC009S0168W0439_BAC009S0155W0380_BAC009S0199W0306,S0168,F,S0155,F,S0199,F
BAC009S0073W0305_BAC009S0028W0333_BAC009S0173W0418,S0073,M,S0028,M,S0173,F
BAC009S0088W0182_BAC009S0173W0257_BAC009S0060W0234,S0088,M,S0173,F,S0060,M
BAC009S0512W0238_BAC009S0251W0212_BAC009S0659W0271,S0512,F,S0251,M,S0659,F
BAC009S0195W0495_BAC009S0596W0327_BAC009S0211W0414,S0195,F,S0596,M,S0211,F
BAC009S0138W0160_BAC009S0163W0433_BAC009S0237W0465,S0138,F,S0163,F,S0237,F
BAC009S0058W0258_BAC009S0352W0340_BAC009S0229W0436,S0058,M,S0352,F,S0229,F
BAC009S0062W0475_BAC009S0058W0452_BAC009S0048W0380,S0062,M,S0058,M,S0048,M
BAC009S0116W0491_BAC009S0241W0295_BAC009S0143W0129,S0116,M,S0241,F,S0143,F
BAC009S0084W0321_BAC009S0518W0338_BAC009S0037W0441,S0084,M,S0518,F,S0037,M
BAC009S0720W0334_BAC009S0005W0184_BAC009S0252W0369,S0720,M,S0005,M,S0252,M
BAC009S0706W0472_BAC009S0217W0136_BAC009S0204W0337,S0706,M,S0217,F,S0204,F
BAC009S0106W0338_BAC009S0596W0443_BAC009S0121W0391,S0106,M,S0596,M,S0121,M
BAC009S0343W0195_BAC009S0161W0385_BAC009S0189W0205,S0343,F,S0161,F,S0189,F
BAC009S0071W0175_BAC009S0238W0184_BAC009S0114W0232,S0071,M,S0238,F,S0114,M
BAC009S0162W0295_BAC009S0352W0214_BAC009S0061W0213,S0162,F,S0352,F,S0061,M
BAC009S0080W0133_BAC009S0133W0400_BAC009S0351W0300,S0080,M,S0133,F,S0351,F
BAC009S0518W0354_BAC009S0363W0242_BAC009S0116W0304,S0518,F,S0363,F,S0116,M
BAC009S0234W0170_BAC009S0041W0434_BAC009S0017W0469,S0234,F,S0041,M,S0017,M
BAC009S0035W0205_BAC009S0522W0215_BAC009S0081W0441,S0035,M,S0522,F,S0081,M
BAC009S0100W0244_BAC009S0053W0222_BAC009S0657W0475,S0100,M,S0053,M,S0657,F
BAC009S0249W0470_BAC009S0521W0220_BAC009S0176W0394,S0249,M,S0521,F,S0176,F
BAC009S0718W0193_BAC009S0519W0345_BAC009S0123W0333,S0718,M,S0519,F,S0123,M
BAC009S0204W0401_BAC009S0196W0309_BAC009S0138W0413,S0204,F,S0196,F,S0138,F
BAC009S0663W0244_BAC009S0122W0452_BAC009S0252W0249,S0663,F,S0122,M,S0252,M
BAC009S0523W0484_BAC009S0208W0192_BAC009S0009W0480,S0523,F,S0208,F,S0009,M
BAC009S0117W0410_BAC009S0172W0305_BAC009S0094W0336,S0117,M,S0172,F,S0094,M
BAC009S0061W0439_BAC009S0200W0450_BAC009S0139W0447,S0061,M,S0200,F,S0139,F
BAC009S0183W0336_BAC009S0220W0247_BAC009S0179W0136,S0183,F,S0220,F,S0179,F
BAC009S0031W0491_BAC009S0359W0187_BAC009S0091W0405,S0031,M,S0359,F,S0091,M
BAC009S0211W0479_BAC009S0136W0134_BAC009S0133W0398,S0211,F,S0136,F,S0133,F
BAC009S0168W0467_BAC009S0035W0302_BAC009S0212W0240,S0168,F,S0035,M,S0212,F
BAC009S0512W0261_BAC009S0158W0259_BAC009S0137W0459,S0512,F,S0158,F,S0137,F
BAC009S0348W0389_BAC009S0248W0430_BAC009S0714W0299,S0348,F,S0248,M,S0714,M
BAC009S0054W0444_BAC009S0722W0309_BAC009S0188W0484,S0054,M,S0722,M,S0188,F
BAC009S0709W0207_BAC009S0060W0174_BAC009S0073W0255,S0709,M,S0060,M,S0073,M
BAC009S0597W0178_BAC009S0230W0448_BAC009S0239W0311,S0597,M,S0230,F,S0239,F
BAC009S0092W0457_BAC009S0118W0163_BAC009S0236W0354,S0092,M,S0118,M,S0236,F
BAC009S0158W0178_BAC009S0719W0201_BAC009S0024W0262,S0158,F,S0719,M,S0024,M
BAC009S0711W0284_BAC009S0128W0343_BAC009S0226W0252,S0711,M,S0128,F,S0226,F
BAC009S0350W0405_BAC009S0664W0196_BAC009S0713W0157,S0350,F,S0664,F,S0713,M
BAC009S0351W0207_BAC009S0362W0198_BAC009S0135W0437,S0351,F,S0362,F,S0135,F
BAC009S0099W0132_BAC009S0014W0200_BAC009S0520W0126,S0099,M,S0014,M,S0520,F
BAC009S0108W0395_BAC009S0027W0349_BAC009S0219W0465,S0108,M,S0027,M,S0219,F
BAC009S0069W0210_BAC009S0200W0468_BAC009S0191W0275,S0069,M,S0200,F,S0191,F
BAC009S0039W0459_BAC009S0050W0427_BAC009S0334W0246,S0039,M,S0050,M,S0334,F
BAC009S0345W0337_BAC009S0708W0453_BAC009S0122W0227,S0345,F,S0708,M,S0122,M
BAC009S0079W0137_BAC009S0212W0404_BAC009S0657W0141,S0079,M,S0212,F,S0657,F
BAC009S0226W0349_BAC009S0072W0241_BAC009S0175W0306,S0226,F,S0072,M,S0175,F
BAC009S0348W0139_BAC009S0114W0448_BAC009S0656W0308,S0348,F,S0114,M,S0656,F
BAC009S0248W0489_BAC009S0087W0135_BAC009S0007W0410,S0248,M,S0087,M,S0007,M
BAC009S0338W0340_BAC009S0188W0224_BAC009S0051W0436,S0338,F,S0188,F,S0051,M
BAC009S0360W0421_BAC009S0179W0337_BAC009S0190W0432,S0360,F,S0179,F,S0190,F
BAC009S0159W0249_BAC009S0164W0453_BAC009S0041W0344,S0159,F,S0164,F,S0041,M
BAC009S0214W0405_BAC009S0216W0147_BAC009S0227W0257,S0214,F,S0216,F,S0227,F
BAC009S0028W0373_BAC009S0004W0142_BAC009S0358W0215,S0028,M,S0004,M,S0358,F
BAC009S0144W0267_BAC009S0015W0180_BAC009S0100W0132,S0144,F,S0015,M,S0100,M
BAC009S0422W0201_BAC009S0031W0444_BAC009S0214W0439,S0422,M,S0031,M,S0214,F
BAC009S0723W0135_BAC009S0517W0212_BAC009S0207W0294,S0723,M,S0517,F,S0207,F
BAC009S0085W0356_BAC009S0720W0479_BAC009S0177W0349,S0085,M,S0720,M,S0177,F
BAC009S0340W0444_BAC009S0046W0251_BAC009S0078W0206,S0340,F,S0046,M,S0078,M
BAC009S0066W0135_BAC009S0717W0295_BAC009S0097W0335,S0066,M,S0717,M,S0097,M
BAC009S0071W0322_BAC009S0099W0219_BAC009S0168W0371,S0071,M,S0099,M,S0168,F
BAC009S0701W0472_BAC009S0346W0448_BAC009S0241W0451,S0701,M,S0346,F,S0241,F
BAC009S0111W0334_BAC009S0337W0189_BAC009S0085W0192,S0111,M,S0337,F,S0085,M
BAC009S0355W0145_BAC009S0042W0232_BAC009S0097W0394,S0355,F,S0042,M,S0097,M
BAC009S0712W0152_BAC009S0213W0263_BAC009S0086W0128,S0712,M,S0213,F,S0086,M
BAC009S0665W0489_BAC009S0338W0357_BAC009S0181W0486,S0665,F,S0338,F,S0181,F
BAC009S0596W0432_BAC009S0192W0349_BAC009S0215W0258,S0596,M,S0192,F,S0215,F
BAC009S0711W0343_BAC009S0666W0160_BAC009S0162W0461,S0711,M,S0666,F,S0162,F
BAC009S0596W0156_BAC009S0088W0400_BAC009S0086W0390,S0596,M,S0088,M,S0086,M
BAC009S0176W0486_BAC009S0352W0145_BAC009S0075W0207,S0176,F,S0352,F,S0075,M
BAC009S0126W0388_BAC009S0205W0333_BAC009S0131W0467,S0126,F,S0205,F,S0131,F
BAC009S0665W0334_BAC009S0357W0205_BAC009S0722W0205,S0665,F,S0357,F,S0722,M
BAC009S0133W0391_BAC009S0130W0167_BAC009S0013W0255,S0133,F,S0130,F,S0013,M
BAC009S0077W0469_BAC009S0180W0202_BAC009S0600W0264,S0077,M,S0180,F,S0600,M
BAC009S0421W0137_BAC009S0194W0147_BAC009S0145W0363,S0421,M,S0194,F,S0145,F
BAC009S0134W0148_BAC009S0152W0378_BAC009S0174W0466,S0134,F,S0152,F,S0174,F
BAC009S0250W0495_BAC009S0195W0251_BAC009S0157W0338,S0250,M,S0195,F,S0157,F
BAC009S0657W0364_BAC009S0015W0277_BAC009S0166W0309,S0657,F,S0015,M,S0166,F
BAC009S0118W0319_BAC009S0081W0155_BAC009S0052W0470,S0118,M,S0081,M,S0052,M
BAC009S0349W0258_BAC009S0248W0341_BAC009S0098W0435,S0349,F,S0248,M,S0098,M
BAC009S0356W0217_BAC009S0099W0212_BAC009S0183W0442,S0356,F,S0099,M,S0183,F
BAC009S0236W0318_BAC009S0663W0494_BAC009S0033W0378,S0236,F,S0663,F,S0033,M
BAC009S0600W0173_BAC009S0201W0456_BAC009S0656W0154,S0600,M,S0201,F,S0656,F
BAC009S0097W0487_BAC009S0337W0192_BAC009S0348W0332,S0097,M,S0337,F,S0348,F
BAC009S0338W0323_BAC009S0355W0492_BAC009S0239W0176,S0338,F,S0355,F,S0239,F
BAC009S0340W0368_BAC009S0098W0312_BAC009S0036W0386,S0340,F,S0098,M,S0036,M
BAC009S0343W0223_BAC009S0112W0311_BAC009S0026W0292,S0343,F,S0112,M,S0026,M
BAC009S0194W0395_BAC009S0512W0429_BAC009S0518W0202,S0194,F,S0512,F,S0518,F
BAC009S0169W0385_BAC009S0027W0455_BAC009S0076W0249,S0169,F,S0027,M,S0076,M
BAC009S0717W0253_BAC009S0234W0238_BAC009S0182W0124,S0717,M,S0234,F,S0182,F
BAC009S0159W0194_BAC009S0058W0199_BAC009S0247W0189,S0159,F,S0058,M,S0247,M
BAC009S0240W0433_BAC009S0236W0403_BAC009S0203W0445,S0240,F,S0236,F,S0203,F
BAC009S0240W0284_BAC009S0596W0329_BAC009S0194W0153,S0240,F,S0596,M,S0194,F
BAC009S0247W0312_BAC009S0709W0448_BAC009S0158W0340,S0247,M,S0709,M,S0158,F
BAC009S0114W0330_BAC009S0016W0353_BAC009S0083W0271,S0114,M,S0016,M,S0083,M
BAC009S0125W0494_BAC009S0133W0306_BAC009S0063W0162,S0125,F,S0133,F,S0063,M
BAC009S0141W0381_BAC009S0055W0328_BAC009S0349W0381,S0141,F,S0055,M,S0349,F
BAC009S0019W0295_BAC009S0007W0180_BAC009S0717W0285,S0019,M,S0007,M,S0717,M
BAC009S0145W0269_BAC009S0173W0270_BAC009S0046W0462,S0145,F,S0173,F,S0046,M
BAC009S0055W0370_BAC009S0018W0339_BAC009S0071W0465,S0055,M,S0018,M,S0071,M
BAC009S0061W0284_BAC009S0596W0193_BAC009S0046W0253,S0061,M,S0596,M,S0046,M
BAC009S0090W0479_BAC009S0423W0304_BAC009S0052W0199,S0090,M,S0423,M,S0052,M
BAC009S0342W0355_BAC009S0227W0143_BAC009S0093W0198,S0342,F,S0227,F,S0093,M
BAC009S0162W0477_BAC009S0035W0153_BAC009S0714W0450,S0162,F,S0035,M,S0714,M
BAC009S0214W0220_BAC009S0109W0152_BAC009S0711W0214,S0214,F,S0109,M,S0711,M
BAC009S0151W0172_BAC009S0250W0468_BAC009S0237W0121,S0151,F,S0250,M,S0237,F
BAC009S0135W0195_BAC009S0031W0382_BAC009S0660W0469,S0135,F,S0031,M,S0660,F
BAC009S0182W0141_BAC009S0179W0123_BAC009S0519W0245,S0182,F,S0179,F,S0519,F
BAC009S0227W0244_BAC009S0163W0490_BAC009S0237W0347,S0227,F,S0163,F,S0237,F
BAC009S0164W0371_BAC009S0177W0378_BAC009S0719W0468,S0164,F,S0177,F,S0719,M
BAC009S0077W0441_BAC009S0170W0411_BAC009S0238W0259,S0077,M,S0170,F,S0238,F
BAC009S0059W0445_BAC009S0162W0479_BAC009S0107W0310,S0059,M,S0162,F,S0107,M
BAC009S0137W0246_BAC009S0232W0461_BAC009S0655W0134,S0137,F,S0232,F,S0655,F
BAC009S0239W0385_BAC009S0203W0180_BAC009S0358W0473,S0239,F,S0203,F,S0358,F
BAC009S0200W0176_BAC009S0154W0191_BAC009S0135W0406,S0200,F,S0154,F,S0135,F
BAC009S0248W0294_BAC009S0703W0223_BAC009S0046W0203,S0248,M,S0703,M,S0046,M
BAC009S0060W0230_BAC009S0219W0208_BAC009S0234W0270,S0060,M,S0219,F,S0234,F
BAC009S0243W0382_BAC009S0029W0243_BAC009S0111W0127,S0243,F,S0029,M,S0111,M
BAC009S0351W0437_BAC009S0598W0195_BAC009S0035W0160,S0351,F,S0598,M,S0035,M
BAC009S0042W0208_BAC009S0116W0286_BAC009S0215W0156,S0042,M,S0116,M,S0215,F
BAC009S0134W0465_BAC009S0516W0230_BAC009S0522W0400,S0134,F,S0516,F,S0522,F
BAC009S0161W0446_BAC009S0010W0196_BAC009S0162W0247,S0161,F,S0010,M,S0162,F
BAC009S0112W0339_BAC009S0101W0280_BAC009S0251W0315,S0112,M,S0101,M,S0251,M
BAC009S0355W0489_BAC009S0196W0335_BAC009S0088W0275,S0355,F,S0196,F,S0088,M
BAC009S0515W0263_BAC009S0152W0375_BAC009S0234W0167,S0515,F,S0152,F,S0234,F
BAC009S0121W0214_BAC009S0248W0136_BAC009S0665W0240,S0121,M,S0248,M,S0665,F
BAC009S0039W0413_BAC009S0165W0372_BAC009S0200W0189,S0039,M,S0165,F,S0200,F
BAC009S0352W0323_BAC009S0099W0184_BAC009S0049W0127,S0352,F,S0099,M,S0049,M
BAC009S0022W0251_BAC009S0099W0467_BAC009S0213W0216,S0022,M,S0099,M,S0213,F
BAC009S0234W0477_BAC009S0182W0417_BAC009S0194W0317,S0234,F,S0182,F,S0194,F
BAC009S0007W0461_BAC009S0192W0492_BAC009S0021W0311,S0007,M,S0192,F,S0021,M
BAC009S0246W0392_BAC009S0056W0325_BAC009S0106W0174,S0246,M,S0056,M,S0106,M
BAC009S0360W0302_BAC009S0193W0491_BAC009S0166W0129,S0360,F,S0193,F,S0166,F
BAC009S0084W0488_BAC009S0509W0168_BAC009S0025W0128,S0084,M,S0509,F,S0025,M
BAC009S0511W0451_BAC009S0149W0458_BAC009S0421W0461,S0511,F,S0149,F,S0421,M
BAC009S0174W0402_BAC009S0203W0273_BAC009S0213W0204,S0174,F,S0203,F,S0213,F
BAC009S0708W0328_BAC009S0350W0243_BAC009S0078W0181,S0708,M,S0350,F,S0078,M
BAC009S0244W0311_BAC009S0703W0364_BAC009S0248W0418,S0244,F,S0703,M,S0248,M
BAC009S0127W0253_BAC009S0512W0474_BAC009S0107W0327,S0127,F,S0512,F,S0107,M
BAC009S0155W0127_BAC009S0105W0225_BAC009S0245W0377,S0155,F,S0105,M,S0245,F
BAC009S0170W0378_BAC009S0357W0231_BAC009S0187W0171,S0170,F,S0357,F,S0187,F
BAC009S0207W0287_BAC009S0520W0466_BAC009S0523W0490,S0207,F,S0520,F,S0523,F
BAC009S0021W0450_BAC009S0090W0348_BAC009S0222W0386,S0021,M,S0090,M,S0222,F
BAC009S0109W0489_BAC009S0085W0139_BAC009S0171W0264,S0109,M,S0085,M,S0171,F
BAC009S0122W0174_BAC009S0005W0449_BAC009S0350W0408,S0122,M,S0005,M,S0350,F
BAC009S0028W0336_BAC009S0187W0345_BAC009S0145W0344,S0028,M,S0187,F,S0145,F
BAC009S0705W0449_BAC009S0518W0261_BAC009S0341W0400,S0705,M,S0518,F,S0341,F
BAC009S0665W0187_BAC009S0339W0493_BAC009S0233W0373,S0665,F,S0339,F,S0233,F
BAC009S0029W0391_BAC009S0026W0220_BAC009S0343W0409,S0029,M,S0026,M,S0343,F
BAC009S0016W0459_BAC009S0078W0126_BAC009S0049W0377,S0016,M,S0078,M,S0049,M
BAC009S0701W0196_BAC009S0712W0495_BAC009S0239W0290,S0701,M,S0712,M,S0239,F
BAC009S0181W0175_BAC009S0341W0452_BAC009S0210W0297,S0181,F,S0341,F,S0210,F
BAC009S0043W0154_BAC009S0336W0380_BAC009S0045W0294,S0043,M,S0336,F,S0045,M
BAC009S0155W0359_BAC009S0213W0440_BAC009S0113W0480,S0155,F,S0213,F,S0113,M
BAC009S0015W0469_BAC009S0363W0243_BAC009S0335W0136,S0015,M,S0363,F,S0335,F
BAC009S0119W0434_BAC009S0068W0133_BAC009S0720W0427,S0119,M,S0068,M,S0720,M
BAC009S0349W0152_BAC009S0520W0188_BAC009S0173W0175,S0349,F,S0520,F,S0173,F
BAC009S0521W0440_BAC009S0017W0320_BAC009S0091W0318,S0521,F,S0017,M,S0091,M
BAC009S0514W0395_BAC009S0064W0219_BAC009S0147W0267,S0514,F,S0064,M,S0147,F
BAC009S0140W0389_BAC009S0209W0121_BAC009S0142W0194,S0140,F,S0209,F,S0142,F
BAC009S0345W0232_BAC009S0067W0290_BAC009S0244W0350,S0345,F,S0067,M,S0244,F
BAC009S0058W0154_BAC009S0090W0267_BAC009S0011W0248,S0058,M,S0090,M,S0011,M
BAC009S0522W0489_BAC009S0050W0467_BAC009S0161W0308,S0522,F,S0050,M,S0161,F
BAC009S0134W0218_BAC009S0083W0206_BAC009S0349W0435,S0134,F,S0083,M,S0349,F
BAC009S0060W0156_BAC009S0199W0283_BAC009S0237W0399,S0060,M,S0199,F,S0237,F
BAC009S0238W0425_BAC009S0243W0249_BAC009S0236W0476,S0238,F,S0243,F,S0236,F
BAC009S0137W0376_BAC009S0184W0228_BAC009S0657W0172,S0137,F,S0184,F,S0657,F
BAC009S0055W0293_BAC009S0013W0125_BAC009S0596W0374,S0055,M,S0013,M,S0596,M
BAC009S0058W0289_BAC009S0037W0217_BAC009S0169W0405,S0058,M,S0037,M,S0169,F
BAC009S0344W0303_BAC009S0144W0283_BAC009S0716W0353,S0344,F,S0144,F,S0716,M
BAC009S0061W0173_BAC009S0049W0181_BAC009S0222W0292,S0061,M,S0049,M,S0222,F
BAC009S0717W0207_BAC009S0094W0330_BAC009S0346W0445,S0717,M,S0094,M,S0346,F
BAC009S0057W0471_BAC009S0363W0246_BAC009S0189W0387,S0057,M,S0363,F,S0189,F
BAC009S0176W0258_BAC009S0358W0483_BAC009S0190W0453,S0176,F,S0358,F,S0190,F
BAC009S0145W0239_BAC009S0718W0373_BAC009S0346W0133,S0145,F,S0718,M,S0346,F
BAC009S0250W0200_BAC009S0060W0225_BAC009S0215W0457,S0250,M,S0060,M,S0215,F
BAC009S0010W0192_BAC009S0052W0123_BAC009S0093W0128,S0010,M,S0052,M,S0093,M
BAC009S0235W0224_BAC009S0165W0465_BAC009S0519W0436,S0235,F,S0165,F,S0519,F
BAC009S0022W0298_BAC009S0235W0394_BAC009S0105W0295,S0022,M,S0235,F,S0105,M
BAC009S0099W0244_BAC009S0717W0125_BAC009S0068W0327,S0099,M,S0717,M,S0068,M
BAC009S0234W0236_BAC009S0102W0364_BAC009S0074W0180,S0234,F,S0102,M,S0074,M
BAC009S0087W0238_BAC009S0192W0193_BAC009S0716W0263,S0087,M,S0192,F,S0716,M
BAC009S0041W0348_BAC009S0093W0493_BAC009S0714W0493,S0041,M,S0093,M,S0714,M
BAC009S0709W0293_BAC009S0183W0139_BAC009S0720W0457,S0709,M,S0183,F,S0720,M
BAC009S0073W0220_BAC009S0031W0235_BAC009S0068W0126,S0073,M,S0031,M,S0068,M
BAC009S0174W0433_BAC009S0064W0131_BAC009S0661W0494,S0174,F,S0064,M,S0661,F
BAC009S0179W0323_BAC009S0176W0222_BAC009S0353W0402,S0179,F,S0176,F,S0353,F
BAC009S0514W0369_BAC009S0154W0292_BAC009S0657W0330,S0514,F,S0154,F,S0657,F
BAC009S0218W0485_BAC009S0005W0197_BAC009S0057W0488,S0218,F,S0005,M,S0057,M
BAC009S0070W0333_BAC009S0513W0470_BAC009S0723W0462,S0070,M,S0513,F,S0723,M
BAC009S0341W0199_BAC009S0042W0185_BAC009S0352W0234,S0341,F,S0042,M,S0352,F
BAC009S0222W0199_BAC009S0198W0310_BAC009S0077W0132,S0222,F,S0198,F,S0077,M
BAC009S0062W0225_BAC009S0034W0362_BAC009S0160W0495,S0062,M,S0034,M,S0160,F
BAC009S0239W0198_BAC009S0020W0296_BAC009S0109W0250,S0239,F,S0020,M,S0109,M
BAC009S0128W0468_BAC009S0215W0415_BAC009S0344W0474,S0128,F,S0215,F,S0344,F
BAC009S0168W0319_BAC009S0204W0167_BAC009S0236W0172,S0168,F,S0204,F,S0236,F
BAC009S0053W0437_BAC009S0719W0374_BAC009S0163W0353,S0053,M,S0719,M,S0163,F
BAC009S0190W0396_BAC009S0059W0329_BAC009S0338W0173,S0190,F,S0059,M,S0338,F
BAC009S0238W0236_BAC009S0138W0183_BAC009S0600W0316,S0238,F,S0138,F,S0600,M
BAC009S0655W0259_BAC009S0088W0405_BAC009S0051W0157,S0655,F,S0088,M,S0051,M
BAC009S0659W0367_BAC009S0514W0471_BAC009S0103W0393,S0659,F,S0514,F,S0103,M
BAC009S0514W0398_BAC009S0105W0387_BAC009S0188W0409,S0514,F,S0105,M,S0188,F
BAC009S0715W0377_BAC009S0130W0136_BAC009S0185W0369,S0715,M,S0130,F,S0185,F
BAC009S0089W0464_BAC009S0126W0456_BAC009S0702W0401,S0089,M,S0126,F,S0702,M
BAC009S0162W0191_BAC009S0115W0241_BAC009S0351W0482,S0162,F,S0115,M,S0351,F
BAC009S0085W0459_BAC009S0084W0423_BAC009S0334W0235,S0085,M,S0084,M,S0334,F
BAC009S0716W0194_BAC009S0103W0479_BAC009S0185W0211,S0716,M,S0103,M,S0185,F
BAC009S0249W0444_BAC009S0363W0441_BAC009S0712W0251,S0249,M,S0363,F,S0712,M
BAC009S0663W0204_BAC009S0360W0174_BAC009S0144W0434,S0663,F,S0360,F,S0144,F
